CO_POSICAO;SG_AREA;CO_ITEM;TX_GABARITO;CO_HABILIDADE;IN_ITEM_ABAN;TX_MOTIVO_ABAN;NU_PARAM_A;NU_PARAM_B;NU_PARAM_C;TX_COR;CO_PROVA;TP_LINGUA;IN_ITEM_ADAPTADO;NU_ANO;SCORE_ESCUDO;TX_ENUNCIADO
77;CH;140421;D;20;0;;2.42157;0.59275;0.18939;AZUL;1520;;0;2025;2.11794;7755AAZZ..iinnddbb 77 2233//0077//22002255 1122::3322::0066
80;CH;118057;C;30;0;;2.52659;0.77;0.12624;AZUL;1447;;0;2025;2.11198;Enunciado da Questão 80 (Consulte o Caderno Azul Oficial)
96;CN;97044;B;18;0;;2.03154;0.25915;0.23602;AZUL;1569;;0;2025;2.1055300000000003;Enunciado da Questão 96 (Consulte o Caderno Azul Oficial)
26;LC;157672;D;24;0;;2.70614;0.79151;0.19033;AZUL;1549;;0;2025;2.0861;"26 QUESTãO 28
Pequenino morto
Tange o sino, tange, numa voz de choro,
Numa voz de choro... tão desconsolado...
No caixão dourado, como em berço de ouro,
Pequenino, levam-te dormindo... Acorda!
Olha que te levam para o mesmo lado
De onde o sino tange numa voz de choro...
Pequenino, acorda!
Que caminho triste, e que viagem! Alas
De ciprestes negros a gemer no vento;
Tanta boca aberta de famintas valas
A pedir que as fartem, a esperar que as encham...
Pequenino, acorda! Recupera o alento,
Foge da cobiça dessas fundas valas
A pedir que as encham.
CARVALHO, V. Poemas e canções. Rio de Janeiro:
Saraiva, 1962 (fragmento).
Nesse fragmento do poema, o sentimento de luto adquire
contornos expressivos e é intensificado pela
A descrição da paisagem de um cemitério.
B recusa do eu lírico à irreversibilidade da morte.
C sonoridade dos versos produzida pela pontuação.
Revista Língua Portuguesa, n. 31, maio 2008 (adaptado). D religiosidade evocada como forma de fortalecimento.
Esse texto, que apresenta um prato da culinária brasileira, E impressão de sonho na construção da estrutura poética.
evidencia
QUESTãO 29
A valor afetivo nas nomenclaturas.
Só entende os corações desse lugar quem mergulha nesse
B variedade linguística entre regiões.
mar a perder de vista e recoberto de cana caiana, cana fita, cana
C disputa regional pelo melhor prato.
roxa, cana-de-macaco, açúcar, melado, rapadura, aguardente,
D modos de preparo de um mesmo alimento.
fumo, mandioca, quiabos, pimentas, moendas, frutas, "
90;CH;149797;B;26;0;;1.81109;0.20361;0.19028;AZUL;1520;;0;2025;2.05995;"90 questões numeradas de 01 a 90 e a Proposta de Redação,
dispostas da seguinte maneira:
a)questões de número 01 a 45, relativas à área de Linguagens, Códigos e suas Tecnologias;
b)Proposta de Redação;
c)questões de número 46 a 90, relativas à área de Ciências Humanas e suas Tecnologias.
ATENÇãO: as questões de 01 a 05 são relativas à língua estrangeira. Você deverá responder apenas às
questões relativas à língua estrangeira (inglês ou espanhol) escolhida no ato de sua inscrição.
2. Confira se a quantidade e a ordem das questões do seu CADERNO DE QUESTÕES estão de acordo com as
instruções anteriores. Caso o caderno esteja incompleto, tenha defeito ou apresente qualquer divergência,
comunique ao aplicador da sala para que ele tome as providências cabíveis.
3. Para cada uma das questões objetivas, são apresentadas 5 opções. Apenas uma responde corretamente
à questão.
4. O tempo disponível para estas provas é de cinco horas e trinta minutos.
5. Reserve tempo suficiente para preencher o CARTÃO-RESPOSTA e a FOLHA DE REDAÇÃO.
6. Os rascunhos e as marcações assinaladas no CADERNO DE QUESTÕES não serão considerados na avaliação.
7. Somente serão corrigidas as redações transcritas na FOLHA DE REDAÇÃO.
8. Quando terminar as provas, acene para chamar o aplicador e entregue este CADERNO DE QUESTÕES e
oCARTÃO-RESPOSTA/FOLHA DE REDAÇÃO.
9. Você poderá deixar o local de prova somente após decorridas duas horas do início da aplicação e poderá
levar seu CADERNO DE QUESTÕES ao deixar em defini"
60;CH;125919;E;21;0;;2.32406;0.54178;0.19257;AZUL;1520;;0;2025;2.05993;Enunciado da Questão 60 (Consulte o Caderno Azul Oficial)
77;CH;118062;A;28;0;;2.19388;0.35534;0.2554;AZUL;1447;;0;2025;2.04474;7755AAZZ..iinnddbb 77 2233//0077//22002255 1122::3322::0066
104;CN;141710;A;4;0;;2.40638;0.33454;0.35394;AZUL;1483;;0;2025;2.0394400000000004;Enunciado da Questão 104 (Consulte o Caderno Azul Oficial)
74;CH;49029;C;24;0;;2.10682;0.40733;0.19245;AZUL;1520;;0;2025;2.0294;Enunciado da Questão 74 (Consulte o Caderno Azul Oficial)
151;MT;96979;D;1;0;;1.5765;0.09067;0.17135;AZUL;1471;;0;2025;2.0242400000000003;Enunciado da Questão 151 (Consulte o Caderno Azul Oficial)
59;CH;140651;B;3;0;;3.45768;1.26163;0.22242;AZUL;1520;;0;2025;2.01837;Enunciado da Questão 59 (Consulte o Caderno Azul Oficial)
84;CH;125777;E;3;0;;1.18996;-0.2036;0.19686;AZUL;1539;;0;2025;2.0064199999999994;Enunciado da Questão 84 (Consulte o Caderno Azul Oficial)
104;CN;141767;C;18;0;;3.32837;1.39563;0.09545;AZUL;1511;;0;2025;1.9926;Enunciado da Questão 104 (Consulte o Caderno Azul Oficial)
134;CN;141671;B;12;0;;3.50039;1.25217;0.25537;AZUL;1483;;0;2025;1.96742;Enunciado da Questão 134 (Consulte o Caderno Azul Oficial)
89;CH;141309;E;14;0;;2.02794;0.35951;0.20225;AZUL;1520;;0;2025;1.9661000000000004;Enunciado da Questão 89 (Consulte o Caderno Azul Oficial)
30;LC;157597;A;14;0;;2.60969;0.80629;0.17219;AZUL;1529;;0;2025;1.93956;"30 minutos que antecedem
otérmino das provas.
ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEN2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025
001100117755AAZZ..iinnddbb 11 2233//0077//22002255 1122::3322::0033"
47;CH;141138;E;10;0;;2.10483;0.42318;0.20241;AZUL;1539;;0;2025;1.92807;Enunciado da Questão 47 (Consulte o Caderno Azul Oficial)
44;LC;60115;B;11;0;;1.13688;-0.23574;0.2118;AZUL;1549;;0;2025;1.92198;44 2233//0077//22002255 1122::3322::0055
37;LC;150800;E;24;0;;2.04614;0.44731;0.16661;AZUL;1529;;0;2025;1.9173;Enunciado da Questão 37 (Consulte o Caderno Azul Oficial)
114;CN;17373;B;14;0;;1.91648;0.33356;0.18462;AZUL;1511;;0;2025;1.90918;Enunciado da Questão 114 (Consulte o Caderno Azul Oficial)
75;CH;90024;B;19;0;;2.69381;0.79832;0.22068;AZUL;1447;;0;2025;1.88926;"75AZ20*
ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEN2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025
PROPOSTA DE REDAÇãO
A partir da leitura dos textos motivadores e com base nos conhecimentos construídos ao longo de sua formação, redija um
texto dissertativo-argumentativo em modalidade escrita formal da língua portuguesa sobre o tema “Perspectivas acerca do
envelhecimento na sociedade brasileira”, apresentando proposta de intervenção que respeite os direitos humanos. Selecione,
organize e relacione, de forma coerente e coesa, argumentos e fatos para a defesa de seu ponto de vista.
TEXTO I TEXTO IV
Em 2022, o total de pessoas com 65 anos de idade ou Um novo estereótipo: o “velho ativo”, saudável e com
mais no país chegou a 10,9% da população, com alta de 57,4%
recursos pressiona o “velho inativo”, doente e pobre. Nem todos
frente a 2010, quando esse contingente era 7,4% da população.
os idosos têm recursos à disposição para aderir a essa corrida.
É o que revelam os resultados do universo da população do
Brasil desagregada por idade e sexo do Censo Demográfico Idosos são os principais mantenedores dos lares
2022. “O Estatuto do Idoso define como idoso a pessoa de
60 anos ou mais. O corte de 65 anos ou mais foi uti"
100;CN;97650;D;25;0;;1.12876;-0.22105;0.20737;AZUL;1483;;0;2025;1.88382;"100 mil eleitores, ou 0,8% da que queremos fazer e o que sentimos que devemos fazer.
população total. Houve um corte de quase 90% do eleitorado.
COLLIER, P. O futuro do capitalismo. Porto Alegre: LP&M, 2019.
O dado é chocante, sobretudo se lembrarmos que a tendência
de todos os países europeus da época era na direção de ampliar O texto defende uma motivação capitalista para o campo dos
os direitos políticos. O mais grave é que esse retrocesso foi negócios, na qual o lucro se mostra associado à
duradouro. A Proclamação da República não alterou o quadro. A consolidação do poder político.
CARVALHO, J. M. Cidadania no Brasil. Rio de Janeiro: B procura de satisfação subjetiva.
Civilização Brasileira, 2002 (adaptado).
C estruturação do monopólio comercial.
De acordo com o texto, a participação no processo eleitoral D percepção de responsabilidade ética.
brasileiro após a Reforma de 1881 sofreu uma variação que E conquista do reconhecimento público.
se explica pela
QUESTãO 61
A restrição de gênero.
B exclusão de imigrantes. O corpo de cidadãos é o poder supremo dos Estados.
C comprovação de domicílio. A supremacia pode residir ou num homem, ou na minoria,
D exigência da alfabetização. ou em todos. Sempre que o Um, ou a Minoria, ou Todos governam,
E obrigatoriedade do sufrágio. tendo em vista o bem-estar comum, essas constituições são
justas; mas se procuram apenas o benefício de uma das partes,
seja ela o Um, a Minoria ou Todos, estabelece-se um desvio.
ARISTÓTELES. Política. São Pa"
168;MT;63313;E;4;0;;1.42101;0.31713;0.01503;AZUL;1471;;0;2025;1.81548;Enunciado da Questão 168 (Consulte o Caderno Azul Oficial)
112;CN;85481;D;19;0;;3.21881;1.26954;0.16281;AZUL;1483;;0;2025;1.8149500000000005;Enunciado da Questão 112 (Consulte o Caderno Azul Oficial)
98;CN;86797;C;30;0;;1.19846;-0.14998;0.21116;AZUL;1511;;0;2025;1.7910600000000003;Enunciado da Questão 98 (Consulte o Caderno Azul Oficial)
61;CH;85670;E;24;0;;0.93648;0.01685;0.00699;AZUL;1447;;0;2025;1.7874599999999998;"61 × 24 × 20 cm. Xingu (MT), s.d.
Disponível em: www.colecaobei.com.br. Acesso em: 15 out. 2024.
Os textos I e ll demonstram, na confecção dos bancos, uma íntima relação de sacralidade entre o ser humano e a natureza,
perceptível por meio da
A representação realista de animais, mostrando o domínio do homem sobre a natureza.
B manutenção da herança cultural, atribuindo nova função aos elementos da fauna.
C anulação dos traços que permitem reconhecer o animal representado.
D presença de grafismos na forma animal representada no banco.
E criação de figuras fantásticas baseadas em formas animais.
QUESTãO 42
TRADUZINDO O JURIDIQUÊS
“Denego a liminar pleiteada na exordial, inobstante Proposta de emenda à Constituição 269 de 2013. Aplica-se
após a oitiva da parte adversa e da dilação probatória aos Governadores e Prefeitos o Regime Geral de Previdência
possa lograr alcançar um outro epílogo para o deslinde Social, vedada a concessão graciosa, após o término do
da quaestio sub examine.” mandato, de vantagem pecuniária, verba de representação,
pensão ou subsídio.
TRADUÇãO
TRADUÇãO
Não atendo, por ora, a liminar requerida na petição
inicial, ainda que possa chegar a uma outra conclusão Torna-se proibido pagar benefícios vitalícios para
após ouvir a outra parte e avaliar as provas produzidas. ex-prefeitos e ex-governadores.
Superinteressante, n. 322, ago. 2013 (adaptado).
Nesse texto, contribui para a construção da ironia a tradução das passagens escritas em “juridiquês” para uma varied"
55;CH;140220;C;3;0;;2.32774;0.6304;0.19813;AZUL;1520;;0;2025;1.7736299999999998;55AAZZ..iinnddbb 55 2233//0077//22002255 1122::3322::0066
55;CH;149721;C;10;0;;1.31762;-0.05668;0.20888;AZUL;1539;;0;2025;1.7608800000000002;55AAZZ..iinnddbb 55 2233//0077//22002255 1122::3322::0066
72;CH;95761;B;7;0;;2.64326;0.921;0.156;AZUL;1520;;0;2025;1.7435200000000004;Enunciado da Questão 72 (Consulte o Caderno Azul Oficial)
59;CH;140491;B;26;0;;3.19307;1.3846;0.09892;AZUL;1447;;0;2025;1.7377399999999998;Enunciado da Questão 59 (Consulte o Caderno Azul Oficial)
96;CN;117869;B;16;0;;1.40342;0.05691;0.18305;AZUL;1483;;0;2025;1.72086;Enunciado da Questão 96 (Consulte o Caderno Azul Oficial)
3;LC;154062;B;5;0;;2.35374;0.69979;0.17786;AZUL;1549;1.0;0;2025;1.7188100000000004;"3 Branco 3 3 Branco 3
4 Verde 4 4 Verde 4
9 Ledor 9 9 Ledor 9
9 Atendimento Especializado 9 9 Atendimento Especializado 9
10 Libras 10 10 Libras 10
2º Dia 2º Dia
1º Capa 4º Capa
12 Libras 12 12 Libras 12
11 Ledor 11 11 Ledor 11
11 Atendimento Especializado 11 11 Atendimento Especializado 11
8 Verde 8 8 Verde 8
7 Azul 7 7 Azul 7
6 Cinza 6 6 Cinza 6
5 Amarelo 5 5 Amarelo 5
*010175AZ1*
0 1
CADERNO 1 | AZUL 1º DIA
����� �������� �� ������ �����
PROVA DE LINGUAGENS, CÓDIGOS E SUAS TECNOLOGIAS E REDAÇãO
PROVA DE CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS
CADERNO
1
AZUL
ATENÇãO: transcreva no espaço apropriado do seu CARTÃO-RESPOSTA,
com sua caligrafia usual, considerando as letras maiúsculas e minúsculas, a seguinte frase:
Nada na vida deve ser temido, somente compreendido
ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEN2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025
LEIA ATENTAMENTE AS INSTRUÇÕES SEGUINTES:
1. Este CADERNO DE QUESTÕES contém 90 questões numeradas de 01 a 90 e a Proposta de Redação,
dispostas da seguinte maneira:
a)questões de número 01 a 45, relativas à área de Linguagens, Códigos e suas Tecnologias;
b)Propos"
3;LC;140709;D;7;0;;2.7718;0.94236;0.20053;AZUL;1459;1.0;0;2025;1.7138699999999996;"3 Branco 3 3 Branco 3
4 Verde 4 4 Verde 4
9 Ledor 9 9 Ledor 9
9 Atendimento Especializado 9 9 Atendimento Especializado 9
10 Libras 10 10 Libras 10
2º Dia 2º Dia
1º Capa 4º Capa
12 Libras 12 12 Libras 12
11 Ledor 11 11 Ledor 11
11 Atendimento Especializado 11 11 Atendimento Especializado 11
8 Verde 8 8 Verde 8
7 Azul 7 7 Azul 7
6 Cinza 6 6 Cinza 6
5 Amarelo 5 5 Amarelo 5
*010175AZ1*
0 1
CADERNO 1 | AZUL 1º DIA
����� �������� �� ������ �����
PROVA DE LINGUAGENS, CÓDIGOS E SUAS TECNOLOGIAS E REDAÇãO
PROVA DE CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS
CADERNO
1
AZUL
ATENÇãO: transcreva no espaço apropriado do seu CARTÃO-RESPOSTA,
com sua caligrafia usual, considerando as letras maiúsculas e minúsculas, a seguinte frase:
Nada na vida deve ser temido, somente compreendido
ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEN2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025
LEIA ATENTAMENTE AS INSTRUÇÕES SEGUINTES:
1. Este CADERNO DE QUESTÕES contém 90 questões numeradas de 01 a 90 e a Proposta de Redação,
dispostas da seguinte maneira:
a)questões de número 01 a 45, relativas à área de Linguagens, Códigos e suas Tecnologias;
b)Propos"
129;CN;117763;E;1;0;;2.14362;0.43194;0.2594;AZUL;1511;;0;2025;1.6944199999999996;"129 famílias do município de Aquiraz são reconhecidas D enumerar razões pertinentes a esse ato, como no exemplo
pela Fundação Nacional dos Povos Indígenas (Funai) como “ensina sobre o mundo”.
indígenas, principal luta de Pequena para o seu povo desde E implicar o autor do texto como corresponsável pela campanha,
o início. “Em 1995, fui a Brasília e tive a oportunidade de pelo uso de “é nossa função”.
conversar com o presidente da Funai. Pedi que mandasse o
povo dele na aldeia para fazer o estudo da nossa mãe-terra QUESTãO 45
e de nós”. Dois anos depois, vieram os antropólogos, que
A artista Marija Tiurina criou uma série chamada Palavras
concluíram: “Nós era índio sim!”, diz ela.
intraduzíveis, com diversas ilustrações detalhadas que
Há cerca de oito anos, Pequena adoeceu e ficou entre a transmitem o sentido desses vocábulos, que nenhuma palavra
vida e a morte. Nesse momento, precisou escolher, entre os única em outras línguas pode descrever.
16 filhos, quem assumiria sua missão quando partisse. Reunida,
a família decidiu sobre a sucessão. “Disseram que, como eu
era a primeira cacique mulher do Ceará, acharam melhor eu
colocar duas filhas”.
Disponível em: www.sesc-ce.com.br. Acesso em: 15 set. 2024 (adaptado).
Ao abordar a realidade da etnia Jenipapo-Kanindé, essa
reportagem cumpre uma função social quando destaca o(a)
A quantidade de famílias indígenas em Aquiraz.
B força da tradição nas comunidades indígenas.
C estudo sobre a demarcação das terras indígenas.
D protagonismo "
7;LC;157769;D;1;0;;2.86859;0.93973;0.2457;AZUL;1529;;0;2025;1.6894900000000006;"7 Azul 7 7 Azul 7
6 Cinza 6 6 Cinza 6
5 Amarelo 5 5 Amarelo 5
*010175AZ1*
0 1
CADERNO 1 | AZUL 1º DIA
����� �������� �� ������ �����
PROVA DE LINGUAGENS, CÓDIGOS E SUAS TECNOLOGIAS E REDAÇãO
PROVA DE CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS
CADERNO
1
AZUL
ATENÇãO: transcreva no espaço apropriado do seu CARTÃO-RESPOSTA,
com sua caligrafia usual, considerando as letras maiúsculas e minúsculas, a seguinte frase:
Nada na vida deve ser temido, somente compreendido
ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEN2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025
LEIA ATENTAMENTE AS INSTRUÇÕES SEGUINTES:
1. Este CADERNO DE QUESTÕES contém 90 questões numeradas de 01 a 90 e a Proposta de Redação,
dispostas da seguinte maneira:
a)questões de número 01 a 45, relativas à área de Linguagens, Códigos e suas Tecnologias;
b)Proposta de Redação;
c)questões de número 46 a 90, relativas à área de Ciências Humanas e suas Tecnologias.
ATENÇãO: as questões de 01 a 05 são relativas à língua estrangeira. Você deverá responder apenas às
questões relativas à língua estrangeira (inglês ou espanhol) escolhida no ato de sua inscrição.
2. Confira se "
102;CN;88181;E;30;0;;0.66752;-0.13699;0.01141;AZUL;1483;;0;2025;1.68896;Enunciado da Questão 102 (Consulte o Caderno Azul Oficial)
86;CH;141078;C;17;0;;2.57535;0.86944;0.17393;AZUL;1447;;0;2025;1.6727299999999996;"86 QUESTãO 89
Pesquisa pioneira no Brasil propõe o uso de TEXTO I
energia do solo para climatizar edifícios
Eu escolhi Bezalel e lhe dei competência e habilidade
Pela primeira vez na história, o Brasil terá um prédio que usa para fazer todo tipo de trabalho artístico; para fazer desenhos
energia do solo para climatizar seus ambientes. Uma pesquisa
e trabalhar em ouro, prata e bronze; para lapidar e montar
inovadora avaliou o uso das fundações de edifícios como meio para
pedras preciosas; para entalhar madeira; e para fazer todo
a troca de energia térmica entre o prédio e o subsolo. A energia
tipo de artesanato.
geotérmica é aquela encontrada dentro da crosta terrestre, seja
BÍBLIA. Êxodo 31, 2-5. São Paulo: Paulinas, 2005.
no solo, nas rochas ou mesmo na água, sendo identificada pela
temperatura. Essa energia pode ser transferida para a superfície TEXTO II
por processos de troca térmica a partir das fundações da edificação.
Moisés foi educado em toda a sabedoria dos egípcios e
Disponível em: https://jornal.usp.br. Acesso em: 7 nov. 2021 (adaptado).
veio a ser poderoso em palavras e obras.
Para o sistema elétrico brasileiro, a expansão de tecnologias
BÍBLIA. Atos 7, 22. São Paulo: Paulinas, 2005.
como a descrita no texto representa uma tendência de
TEXTO III
A homogeneização da oferta da matriz produtiva.
Se conhecêsseis a ciência certa, logo renunciarias à ostentação.
B ampliação do consumo em unidades residenciais.
ALCORÃO. Sura 102, 5. São Paulo: Tangará, 1975.
C redução da"
48;CH;149790;C;12;0;;2.20718;0.63764;0.16593;AZUL;1539;;0;2025;1.6717900000000006;Enunciado da Questão 48 (Consulte o Caderno Azul Oficial)
50;CH;125810;B;30;0;;1.39132;0.03303;0.20261;AZUL;1520;;0;2025;1.6705;Enunciado da Questão 50 (Consulte o Caderno Azul Oficial)
119;CN;97804;D;22;0;;3.63182;1.75456;0.06937;AZUL;1569;;0;2025;1.65311;Enunciado da Questão 119 (Consulte o Caderno Azul Oficial)
40;LC;150720;C;20;0;;1.66113;0.21916;0.20661;AZUL;1529;;0;2025;1.63173;Enunciado da Questão 40 (Consulte o Caderno Azul Oficial)
68;CH;141344;D;28;0;;1.89291;0.40543;0.1913;AZUL;1520;;0;2025;1.6130300000000002;Enunciado da Questão 68 (Consulte o Caderno Azul Oficial)
133;CN;26192;A;9;0;;1.97011;0.48663;0.17638;AZUL;1569;;0;2025;1.59843;Enunciado da Questão 133 (Consulte o Caderno Azul Oficial)
20;LC;150612;B;20;0;;2.21653;0.6224;0.19711;AZUL;1459;;0;2025;1.5803100000000003;"2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEN2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025ENEM2025
Questão 18 Questão 20
Com 20 anos de experiência no futebol de alto rendimento, A característica fundamental no aprendizado das práticas
Marina, ex-jogadora da seleção brasileira de futebol, salienta que, rituais nos candomblés é o processo iniciático e participante.
por trás do espetáculo apresentado nas mídias, com mensagens de Durante o período de reclusão em terreiros ou rocas, o iniciado
motivação e superação, o esporte não é tão inclusivo assim. “É esta
passa por uma série de ritos esotéricos (banhos rituais, raspagem
análise que devemos fazer: aqueles atletas que estão ali estão
da cabeça etc.), ao mesmo tempo em que começa a adquirir
trazendo uma alta performance a partir dos seus limites”, explica.
um complexo código de símbolos materiais (substâncias, folhas,
Para a profissional, é preciso analisar com cautela “a ideia romântica
frutos, raízes etc.) e de gestos associados a um repertório
que a mídia passa para os telespectadores”. A realidade é muito
linguístico específico das cerimônias que se desenrolam nos
mais dura do que as imagens espetaculosas que principalmente
contextos sagrados em geral e em cada terreiro "
21;LC;158791;D;11;0;;1.55144;0.16896;0.20464;AZUL;1529;;0;2025;1.5728000000000002;"21 jan. 2024 (adaptado).
Nesse texto, a visão crítica de uma ex-atleta de futebol revela que
A “língua de santo” tem sua importância para o patrimônio
A os meios de comunicação invisibilizam as dificuldades linguístico brasileiro por
presentes no esporte.
A apresentar uma carga semântica mítica.
B o treinamento atlético de alto nível é desestimulante para
B conservar elementos dos falares dos escravizados.
os indivíduos.
C resgatar expressões portuguesas do período colonial.
C o trabalho contínuo é desvalorizado no contexto esportivo
D decodificar o ritual religioso dos nossos antepassados.
profissional.
E favorecer a compreensão do léxico africano contemporâneo.
D as ações de incentivo financeiro a jovens atletas são precárias.
E as publicações da mídia esportiva rotulam atletas iniciantes. Questão 21
O meu medo é entrar na faculdade e tirar zero eu que nunca
Questão 19
fui bom de matemática fraco no inglês eu que nunca gostei de
No predomínio das mulheres pretas brasileiras nos Jogos
química geografia e português o que é que eu faço agora hein
Olímpicos de 2024, uma coisa chamou a atenção no pódio: elas
mãe não sei. [...]
valorizam a parte psicológica. As duas medalhistas de ouro, a
O meu medo é a vida piorar e eu não conseguir arranjar
judoca Beatriz Souza e a ginasta Rebeca Andrade, ressaltam, em
emprego nem de faxineiro nem de porteiro nem de ajudante
várias entrevistas, a importância da saúde mental. Em uma dessas
de pedreiro e o pessoal dizer que o governo já fez o que"
92;CN;7735;C;10;0;;2.47352;0.8876;0.14327;AZUL;1511;;0;2025;1.5678900000000004;Enunciado da Questão 92 (Consulte o Caderno Azul Oficial)
137;MT;81495;D;1;0;;1.37767;0.03432;0.21863;AZUL;1502;;0;2025;1.55923;Enunciado da Questão 137 (Consulte o Caderno Azul Oficial)
147;MT;50210;E;24;0;;2.4952;0.97163;0.106;AZUL;1471;;0;2025;1.5455100000000004;Enunciado da Questão 147 (Consulte o Caderno Azul Oficial)
50;CH;111883;A;12;0;;4.66484;2.18392;0.24931;AZUL;1447;;0;2025;1.53137;Enunciado da Questão 50 (Consulte o Caderno Azul Oficial)
