CO_POSICAO;SG_AREA;CO_ITEM;TX_GABARITO;CO_HABILIDADE;IN_ITEM_ABAN;TX_MOTIVO_ABAN;NU_PARAM_A;NU_PARAM_B;NU_PARAM_C;TX_COR;CO_PROVA;TP_LINGUA;IN_ITEM_ADAPTADO;NU_ANO;TX_ENUNCIADO
84;CH;111965;B;22;0;;3.52605;0.16469;0.18195;AZUL;1343;;0;2024;"84 QUESTÃO 86
TEXTO I
TEXTO I
O bufarinheiro, conhecido nas cidades por teque-teque,
chama-se, nos recônditos da Amazônia, “regatão”. Em lugar de
transportar nas costas o mundo de miudezas, transporta-o no
bojo de uma gaiola que desloca duas, três, quatro toneladas,
divididas em seções de secos e molhados e é movido por remo
de faia. Cortando comunidades e matas da Amazônia por rios,
dentro dessas gaiolas, riscadas de prateleiras, encontram-se
os artigos mais díspares, que vão da agulha à espingarda,
do lenço ao cobertor, da chita à escova de dentes.
MORAES, R. Na Planície Amazônica. São Paulo:
Editora Nacional, 1936 (adaptado).
TEXTO II
No século XIX, o comércio dos regatões era feito, então, Disponível em: https://earth.google.com. Acesso em: 13 out. 2023.
com base em relações tecidas com quilombolas, pequenos
produtores, comerciantes locais e indígenas, constituindo TEXTO II
relação comercial alternativa ao abastecimento da população.
HENRIQUE, M. C.; MORAIS, L. T. Estradas líquidas, comércio sólido:
índios e regatões na Amazônia (século XIX). Rev. Hist.,
n. 171, jul.-dez. 2014 (adaptado).
Como parte do patrimônio cultural da Amazônia, o regatão
foi fundamental, no século XIX, para a
A organização de rotas de fuga na floresta tropical.
B criação de postos de trabalho nos seringais nortistas.
C divulgação de receitas de fármacos nas zonas ribeirinhas.
D construção de redes de sociabilidade no interior brasileiro.
E ampliação de ambientes de lazer nos territórios autóctones."
89;CH;149847;C;6;0;;3.51616;-0.2635;0.19228;AZUL;1343;;0;2024;Enunciado da Questão 89 (Consulte o Caderno Azul Oficial)
89;CH;149847;C;6;0;;3.51616;-0.2635;0.19228;AZUL;1431;;0;2024;Enunciado da Questão 89 (Consulte o Caderno Azul Oficial)
89;CH;149847;C;6;0;;3.51616;-0.2635;0.19228;AZUL;1343;;0;2024;Enunciado da Questão 89 (Consulte o Caderno Azul Oficial)
89;CH;149847;C;6;0;;3.51616;-0.2635;0.19228;AZUL;1431;;0;2024;Enunciado da Questão 89 (Consulte o Caderno Azul Oficial)
89;CH;149847;C;6;0;;3.51616;-0.2635;0.19228;AZUL;1431;;0;2024;Enunciado da Questão 89 (Consulte o Caderno Azul Oficial)
89;CH;149847;C;6;0;;3.51616;-0.2635;0.19228;AZUL;1343;;0;2024;Enunciado da Questão 89 (Consulte o Caderno Azul Oficial)
108;CN;141791;B;4;0;;3.50874;1.41332;0.28921;AZUL;1419;;0;2024;Enunciado da Questão 108 (Consulte o Caderno Azul Oficial)
108;CN;141791;B;4;0;;3.50874;1.41332;0.28921;AZUL;1419;;0;2024;Enunciado da Questão 108 (Consulte o Caderno Azul Oficial)
108;CN;141791;B;4;0;;3.50874;1.41332;0.28921;AZUL;1419;;0;2024;Enunciado da Questão 108 (Consulte o Caderno Azul Oficial)
134;CN;141671;B;12;0;;3.50039;1.25217;0.25537;AZUL;1483;;0;2024;Enunciado da Questão 134 (Consulte o Caderno Azul Oficial)
134;CN;141671;B;12;0;;3.50039;1.25217;0.25537;AZUL;1483;;0;2024;Enunciado da Questão 134 (Consulte o Caderno Azul Oficial)
134;CN;141671;B;12;0;;3.50039;1.25217;0.25537;AZUL;1483;;0;2024;Enunciado da Questão 134 (Consulte o Caderno Azul Oficial)
64;CH;97126;C;15;0;;3.48167;0.81823;0.23768;AZUL;1343;;0;2024;Enunciado da Questão 64 (Consulte o Caderno Azul Oficial)
64;CH;97126;C;15;0;;3.48167;0.81823;0.23768;AZUL;1431;;0;2024;Enunciado da Questão 64 (Consulte o Caderno Azul Oficial)
64;CH;97126;C;15;0;;3.48167;0.81823;0.23768;AZUL;1343;;0;2024;Enunciado da Questão 64 (Consulte o Caderno Azul Oficial)
64;CH;97126;C;15;0;;3.48167;0.81823;0.23768;AZUL;1343;;0;2024;Enunciado da Questão 64 (Consulte o Caderno Azul Oficial)
64;CH;97126;C;15;0;;3.48167;0.81823;0.23768;AZUL;1431;;0;2024;Enunciado da Questão 64 (Consulte o Caderno Azul Oficial)
64;CH;97126;C;15;0;;3.48167;0.81823;0.23768;AZUL;1431;;0;2024;Enunciado da Questão 64 (Consulte o Caderno Azul Oficial)
118;CN;84020;C;16;0;;3.46803;1.44675;0.27231;AZUL;1373;;0;2024;Enunciado da Questão 118 (Consulte o Caderno Azul Oficial)
118;CN;84020;C;16;0;;3.46803;1.44675;0.27231;AZUL;1373;;0;2024;Enunciado da Questão 118 (Consulte o Caderno Azul Oficial)
118;CN;84020;C;16;0;;3.46803;1.44675;0.27231;AZUL;1373;;0;2024;Enunciado da Questão 118 (Consulte o Caderno Azul Oficial)
140;MT;141568;E;18;0;;3.46557;2.92476;0.07945;AZUL;1471;;0;2024;Enunciado da Questão 140 (Consulte o Caderno Azul Oficial)
140;MT;141568;E;18;0;;3.46557;2.92476;0.07945;AZUL;1471;;0;2024;Enunciado da Questão 140 (Consulte o Caderno Azul Oficial)
140;MT;141568;E;18;0;;3.46557;2.92476;0.07945;AZUL;1471;;0;2024;Enunciado da Questão 140 (Consulte o Caderno Azul Oficial)
50;CH;140199;B;14;0;;3.45275;0.54931;0.16635;AZUL;1383;;0;2024;"50 QUESTÃO 52
O bispo Bartolomeu de Las Casas é o homem mais O Black Lives Matter vai para além do nacionalismo
odiado da América, o anti-Cristo dos senhores, o açoite estreito que pode prevalecer no seio das comunidades
destas terras. Por sua culpa, o imperador promulgou negras, que se limita a apelar aos negros a amar
novas leis que despojam de escravos índios os filhos dos os negros, viver como os negros e comprar produtos
conquistadores. O que será deles sem os braços que dos negros, e mantém à frente do movimento homens
os sustentam nas minas e nas lavouras? As novas leis negros heterossexuais. Black Lives Matter estima as
estão arrancando a comida de suas bocas. Las Casas é o vidas dos negros e negras homossexuais e transexuais,
homem mais amado da América. Voz dos mudos, teimoso pessoas incapacitadas, negros sem documentos ou com
defensor dos que recebem pior tratamento que o esterco antecedentes criminais, mulheres e as vidas de todos os
das praças, denunciador de quem por cobiça converte negros de todo o espectro de gêneros.
Jesus Cristo no mais cruel dos deuses e o rei em lobo
LA BOTZ, D. O movimento Black Lives Matter organiza-se e procura
faminto de carne humana. definir-se politicamente. Disponível em: www.ufes.br.
Acesso em: 4 out. 2021 (adaptado).
GALEANO, E. Os nascimentos. Porto Alegre:
L&PM, 2011 (adaptado).
A reivindicação do movimento norte-americano apresentada
Os diferentes pontos de vista presentes no texto expressam no texto consiste na necessidade de
"
50;CH;140199;B;14;0;;3.45275;0.54931;0.16635;AZUL;1383;;0;2024;"50 QUESTÃO 52
O bispo Bartolomeu de Las Casas é o homem mais O Black Lives Matter vai para além do nacionalismo
odiado da América, o anti-Cristo dos senhores, o açoite estreito que pode prevalecer no seio das comunidades
destas terras. Por sua culpa, o imperador promulgou negras, que se limita a apelar aos negros a amar
novas leis que despojam de escravos índios os filhos dos os negros, viver como os negros e comprar produtos
conquistadores. O que será deles sem os braços que dos negros, e mantém à frente do movimento homens
os sustentam nas minas e nas lavouras? As novas leis negros heterossexuais. Black Lives Matter estima as
estão arrancando a comida de suas bocas. Las Casas é o vidas dos negros e negras homossexuais e transexuais,
homem mais amado da América. Voz dos mudos, teimoso pessoas incapacitadas, negros sem documentos ou com
defensor dos que recebem pior tratamento que o esterco antecedentes criminais, mulheres e as vidas de todos os
das praças, denunciador de quem por cobiça converte negros de todo o espectro de gêneros.
Jesus Cristo no mais cruel dos deuses e o rei em lobo
LA BOTZ, D. O movimento Black Lives Matter organiza-se e procura
faminto de carne humana. definir-se politicamente. Disponível em: www.ufes.br.
Acesso em: 4 out. 2021 (adaptado).
GALEANO, E. Os nascimentos. Porto Alegre:
L&PM, 2011 (adaptado).
A reivindicação do movimento norte-americano apresentada
Os diferentes pontos de vista presentes no texto expressam no texto consiste na necessidade de
"
50;CH;140199;B;14;0;;3.45275;0.54931;0.16635;AZUL;1383;;0;2024;"50 QUESTÃO 52
O bispo Bartolomeu de Las Casas é o homem mais O Black Lives Matter vai para além do nacionalismo
odiado da América, o anti-Cristo dos senhores, o açoite estreito que pode prevalecer no seio das comunidades
destas terras. Por sua culpa, o imperador promulgou negras, que se limita a apelar aos negros a amar
novas leis que despojam de escravos índios os filhos dos os negros, viver como os negros e comprar produtos
conquistadores. O que será deles sem os braços que dos negros, e mantém à frente do movimento homens
os sustentam nas minas e nas lavouras? As novas leis negros heterossexuais. Black Lives Matter estima as
estão arrancando a comida de suas bocas. Las Casas é o vidas dos negros e negras homossexuais e transexuais,
homem mais amado da América. Voz dos mudos, teimoso pessoas incapacitadas, negros sem documentos ou com
defensor dos que recebem pior tratamento que o esterco antecedentes criminais, mulheres e as vidas de todos os
das praças, denunciador de quem por cobiça converte negros de todo o espectro de gêneros.
Jesus Cristo no mais cruel dos deuses e o rei em lobo
LA BOTZ, D. O movimento Black Lives Matter organiza-se e procura
faminto de carne humana. definir-se politicamente. Disponível em: www.ufes.br.
Acesso em: 4 out. 2021 (adaptado).
GALEANO, E. Os nascimentos. Porto Alegre:
L&PM, 2011 (adaptado).
A reivindicação do movimento norte-americano apresentada
Os diferentes pontos de vista presentes no texto expressam no texto consiste na necessidade de
"
9;LC;157781;C;30;0;;3.44333;1.03742;0.13709;AZUL;1459;;0;2024;"9 9 Ledor
AZUL
Libras 10 10 Libras
ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM
ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM
ATENÇÃO: transcreva no espaço apropriado do seu CARTÃO-RESPOSTA,
com sua caligrafi a usual, considerando as letras maiúsculas e minúsculas, a seguinte frase:
O arco-íris foge de mim
LEIA ATENTAMENTE AS INSTRUÇÕES SEGUINTES:
1. E ste CADERNO DE QUESTÕES contém 90 questões numeradas de 01 a 90 e a Proposta de Redação,
dispostas da seguinte maneira:
a) questões de número 01 a 45, relativas à área de Linguagens, Códigos e suas Tecn"
9;LC;157781;C;30;0;;3.44333;1.03742;0.13709;AZUL;1459;;0;2024;"9 9 Ledor
AZUL
Libras 10 10 Libras
ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM
ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM
ATENÇÃO: transcreva no espaço apropriado do seu CARTÃO-RESPOSTA,
com sua caligrafi a usual, considerando as letras maiúsculas e minúsculas, a seguinte frase:
O arco-íris foge de mim
LEIA ATENTAMENTE AS INSTRUÇÕES SEGUINTES:
1. E ste CADERNO DE QUESTÕES contém 90 questões numeradas de 01 a 90 e a Proposta de Redação,
dispostas da seguinte maneira:
a) questões de número 01 a 45, relativas à área de Linguagens, Códigos e suas Tecn"
9;LC;157781;C;30;0;;3.44333;1.03742;0.13709;AZUL;1459;;0;2024;"9 9 Ledor
AZUL
Libras 10 10 Libras
ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM
ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM2024ENEM
ATENÇÃO: transcreva no espaço apropriado do seu CARTÃO-RESPOSTA,
com sua caligrafi a usual, considerando as letras maiúsculas e minúsculas, a seguinte frase:
O arco-íris foge de mim
LEIA ATENTAMENTE AS INSTRUÇÕES SEGUINTES:
1. E ste CADERNO DE QUESTÕES contém 90 questões numeradas de 01 a 90 e a Proposta de Redação,
dispostas da seguinte maneira:
a) questões de número 01 a 45, relativas à área de Linguagens, Códigos e suas Tecn"
37;LC;97881;A;22;0;;3.43242;0.90425;0.28122;AZUL;1459;;0;2024;"37 QUESTÃO 39
Se você é feito de música, este texto é pra você Falar errado é uma arte, Arnesto!
Às vezes, no silêncio da noite, eu fico imaginando: No dia 6 de agosto de 1910, Emma Riccini Rubinato
que graça teria a vida sem música? Sem ela não há paz, pariu um garoto sapeca em Valinhos e deu a ele o nome
não há beleza. Nos dias de festa e nas madrugadas de de João Rubinato. Na escola, João não passou do terceiro
pranto, nas trilhas dos filmes e nas corridas no parque, ano. Não era a área dele, tinha de escolher outra. Fez o que
o que seria de nós sem as canções que enfeitam o cotidiano
apareceu. Foi ser garçom, metalúrgico, até virar radialista,
com ritmo e verso? Quem nunca curou uma dor de cotovelo
comediante, ator de cinema e TV, cantor e compositor.
dançando lambada ou terminou de se afundar ouvindo
De samba.
sertanejo sofrência? Quantos já criticaram funk e fecharam
a noite descendo até o chão? Tudo bem... Raul nos ensinou Como tinha sobrenome italiano, João resolveu mudar
que é preferível ser essa metamorfose ambulante do que para emplacar seu samba. E como ia mudar o sobrenome,
ter aquela velha opinião formada sobre tudo. mudou o nome. Virou Adoniran Barbosa. O cara falava
errado, voz rouca, pinta de malandro da roça. Virou ícone da
Já somos castigados com o peso das tragédias,
o barulho das buzinas, os ruídos dos conflitos. É pau, música brasileira, o mais paulista de todos, falando errado
é pedra, é o fim do caminho. Há uma nuvem de lágrimas e irritando Vinicius de"
37;LC;97881;A;22;0;;3.43242;0.90425;0.28122;AZUL;1459;;0;2024;"37 QUESTÃO 39
Se você é feito de música, este texto é pra você Falar errado é uma arte, Arnesto!
Às vezes, no silêncio da noite, eu fico imaginando: No dia 6 de agosto de 1910, Emma Riccini Rubinato
que graça teria a vida sem música? Sem ela não há paz, pariu um garoto sapeca em Valinhos e deu a ele o nome
não há beleza. Nos dias de festa e nas madrugadas de de João Rubinato. Na escola, João não passou do terceiro
pranto, nas trilhas dos filmes e nas corridas no parque, ano. Não era a área dele, tinha de escolher outra. Fez o que
o que seria de nós sem as canções que enfeitam o cotidiano
apareceu. Foi ser garçom, metalúrgico, até virar radialista,
com ritmo e verso? Quem nunca curou uma dor de cotovelo
comediante, ator de cinema e TV, cantor e compositor.
dançando lambada ou terminou de se afundar ouvindo
De samba.
sertanejo sofrência? Quantos já criticaram funk e fecharam
a noite descendo até o chão? Tudo bem... Raul nos ensinou Como tinha sobrenome italiano, João resolveu mudar
que é preferível ser essa metamorfose ambulante do que para emplacar seu samba. E como ia mudar o sobrenome,
ter aquela velha opinião formada sobre tudo. mudou o nome. Virou Adoniran Barbosa. O cara falava
errado, voz rouca, pinta de malandro da roça. Virou ícone da
Já somos castigados com o peso das tragédias,
o barulho das buzinas, os ruídos dos conflitos. É pau, música brasileira, o mais paulista de todos, falando errado
é pedra, é o fim do caminho. Há uma nuvem de lágrimas e irritando Vinicius de"
37;LC;97881;A;22;0;;3.43242;0.90425;0.28122;AZUL;1459;;0;2024;"37 QUESTÃO 39
Se você é feito de música, este texto é pra você Falar errado é uma arte, Arnesto!
Às vezes, no silêncio da noite, eu fico imaginando: No dia 6 de agosto de 1910, Emma Riccini Rubinato
que graça teria a vida sem música? Sem ela não há paz, pariu um garoto sapeca em Valinhos e deu a ele o nome
não há beleza. Nos dias de festa e nas madrugadas de de João Rubinato. Na escola, João não passou do terceiro
pranto, nas trilhas dos filmes e nas corridas no parque, ano. Não era a área dele, tinha de escolher outra. Fez o que
o que seria de nós sem as canções que enfeitam o cotidiano
apareceu. Foi ser garçom, metalúrgico, até virar radialista,
com ritmo e verso? Quem nunca curou uma dor de cotovelo
comediante, ator de cinema e TV, cantor e compositor.
dançando lambada ou terminou de se afundar ouvindo
De samba.
sertanejo sofrência? Quantos já criticaram funk e fecharam
a noite descendo até o chão? Tudo bem... Raul nos ensinou Como tinha sobrenome italiano, João resolveu mudar
que é preferível ser essa metamorfose ambulante do que para emplacar seu samba. E como ia mudar o sobrenome,
ter aquela velha opinião formada sobre tudo. mudou o nome. Virou Adoniran Barbosa. O cara falava
errado, voz rouca, pinta de malandro da roça. Virou ícone da
Já somos castigados com o peso das tragédias,
o barulho das buzinas, os ruídos dos conflitos. É pau, música brasileira, o mais paulista de todos, falando errado
é pedra, é o fim do caminho. Há uma nuvem de lágrimas e irritando Vinicius de"
70;CH;67577;E;17;0;;3.42357;0.49941;0.11756;AZUL;1383;;0;2024;"70 Acesso em: 24 nov. 2021 (adaptado).
Conforme o texto, o compromisso assumido pelo Brasil foi
Cada objeto é, em si mesmo, um sistema funcionando
resultado dos tensionamentos promovidos por
sistemicamente. Um grande supermercado ou shopping
center seria incapaz de existir se não fossem servidos por A povos ribeirinhos e segmentos culturais.
vias rápidas, estacionamentos adequados e acessíveis, B blocos econômicos e instituições militares.
sistemas de transportes públicos com horários regulares
C grupos científicos e universidades públicas.
e conhecidos e se, no seu próprio interior, as atividades
D organismos supranacionais e sociedade civil.
não estivessem subordinadas a uma coordenação. Esse é
o caso dos armazéns, dos silos etc. Os portos, a rede E agentes governamentais e demanda turística.
rodoviária de um país e, sobretudo, a rede ferroviária são
exemplos de objetos complexos e sistêmicos. QUESTÃO 72
SANTOS, M. A natureza do espaço: técnica, tempo, razão e emoção. A pessoa com deficiência de qualquer modalidade —
São Paulo: Hucitec, 1996 (adaptado).
seja visual, auditiva, física ou mental — encontra-se em
De acordo com o texto, o território torna-se cada vez mais uma posição de grande vulnerabilidade em relação às
dotado de objetos com a finalidade de intensificar a pessoas sem deficiência, sendo frequentemente marcante
A desindustrialização da economia. a assimetria das relações de poder na interação entre
B desregulamentação do mercado. ambas. Tal assimetria de relaçã"
70;CH;67577;E;17;0;;3.42357;0.49941;0.11756;AZUL;1383;;0;2024;"70 Acesso em: 24 nov. 2021 (adaptado).
Conforme o texto, o compromisso assumido pelo Brasil foi
Cada objeto é, em si mesmo, um sistema funcionando
resultado dos tensionamentos promovidos por
sistemicamente. Um grande supermercado ou shopping
center seria incapaz de existir se não fossem servidos por A povos ribeirinhos e segmentos culturais.
vias rápidas, estacionamentos adequados e acessíveis, B blocos econômicos e instituições militares.
sistemas de transportes públicos com horários regulares
C grupos científicos e universidades públicas.
e conhecidos e se, no seu próprio interior, as atividades
D organismos supranacionais e sociedade civil.
não estivessem subordinadas a uma coordenação. Esse é
o caso dos armazéns, dos silos etc. Os portos, a rede E agentes governamentais e demanda turística.
rodoviária de um país e, sobretudo, a rede ferroviária são
exemplos de objetos complexos e sistêmicos. QUESTÃO 72
SANTOS, M. A natureza do espaço: técnica, tempo, razão e emoção. A pessoa com deficiência de qualquer modalidade —
São Paulo: Hucitec, 1996 (adaptado).
seja visual, auditiva, física ou mental — encontra-se em
De acordo com o texto, o território torna-se cada vez mais uma posição de grande vulnerabilidade em relação às
dotado de objetos com a finalidade de intensificar a pessoas sem deficiência, sendo frequentemente marcante
A desindustrialização da economia. a assimetria das relações de poder na interação entre
B desregulamentação do mercado. ambas. Tal assimetria de relaçã"
70;CH;67577;E;17;0;;3.42357;0.49941;0.11756;AZUL;1383;;0;2024;"70 Acesso em: 24 nov. 2021 (adaptado).
Conforme o texto, o compromisso assumido pelo Brasil foi
Cada objeto é, em si mesmo, um sistema funcionando
resultado dos tensionamentos promovidos por
sistemicamente. Um grande supermercado ou shopping
center seria incapaz de existir se não fossem servidos por A povos ribeirinhos e segmentos culturais.
vias rápidas, estacionamentos adequados e acessíveis, B blocos econômicos e instituições militares.
sistemas de transportes públicos com horários regulares
C grupos científicos e universidades públicas.
e conhecidos e se, no seu próprio interior, as atividades
D organismos supranacionais e sociedade civil.
não estivessem subordinadas a uma coordenação. Esse é
o caso dos armazéns, dos silos etc. Os portos, a rede E agentes governamentais e demanda turística.
rodoviária de um país e, sobretudo, a rede ferroviária são
exemplos de objetos complexos e sistêmicos. QUESTÃO 72
SANTOS, M. A natureza do espaço: técnica, tempo, razão e emoção. A pessoa com deficiência de qualquer modalidade —
São Paulo: Hucitec, 1996 (adaptado).
seja visual, auditiva, física ou mental — encontra-se em
De acordo com o texto, o território torna-se cada vez mais uma posição de grande vulnerabilidade em relação às
dotado de objetos com a finalidade de intensificar a pessoas sem deficiência, sendo frequentemente marcante
A desindustrialização da economia. a assimetria das relações de poder na interação entre
B desregulamentação do mercado. ambas. Tal assimetria de relaçã"
131;CN;96328;E;26;0;;3.42124;1.93027;0.06916;AZUL;1483;;0;2024;Enunciado da Questão 131 (Consulte o Caderno Azul Oficial)
131;CN;96328;E;26;0;;3.42124;1.93027;0.06916;AZUL;1483;;0;2024;Enunciado da Questão 131 (Consulte o Caderno Azul Oficial)
131;CN;96328;E;26;0;;3.42124;1.93027;0.06916;AZUL;1483;;0;2024;Enunciado da Questão 131 (Consulte o Caderno Azul Oficial)
95;CN;76022;C;21;0;;3.42122;0.81157;0.39932;AZUL;1483;;0;2024;"95 anos,
no esporte. A tenista Naomi Osaka, do Japão, jogadora o imortal da Academia Brasileira de Letras (ABL) alcançou
um status de astro pop no mundo da filologia e da gramática.
mais bem paga do mundo e que já ocupou o número 2 do
Quando ainda tinha saúde para viagens mais longas, o filólogo
ranking, retirou-se do torneio de Roland Garros de 2021
lotava plateias em suas palestras na Europa e no Brasil,
porque não estava conseguindo administrar as crises
que não raro terminavam com filas para selfies.
de ansiedade provocadas pelos grandes eventos, por
A idade acentuou o lado “cientista” e professoral de
ser uma estrela aos 23 anos, e pelo peso de parte da
Bechara, que adota um tom técnico na conversa até mesmo
imprensa. O tenista australiano Nick Kyrgios, de 25 anos,
diante das perguntas mais pessoais. — “Qual o seu tipo
revelou sua “situação triste e solitária” enquanto lutava
preferido de leitura?”. — “A minha leitura está dividida em
contra a depressão causada pelo ritmo avassalador do
duas partes, a científica e a literária, estabelecendo uma
Circuito Mundial de Tênis. O jogador de basquete americano relação de causa e efeito entre elas.” — responde.
Kevin Love também tornou público seu quadro de ansiedade
Ainda adolescente, Bechara descobriu a lexicologia.
e depressão. O mundo do atleta é solitário e distante da
Um “novo mundo” se abriu para o pernambucano, que
família. O que vemos numa partida não reflete a rotina se mantém atento às metamorfoses do nosso idioma.
des"
95;CN;76022;C;21;0;;3.42122;0.81157;0.39932;AZUL;1483;;0;2024;"95 anos,
no esporte. A tenista Naomi Osaka, do Japão, jogadora o imortal da Academia Brasileira de Letras (ABL) alcançou
um status de astro pop no mundo da filologia e da gramática.
mais bem paga do mundo e que já ocupou o número 2 do
Quando ainda tinha saúde para viagens mais longas, o filólogo
ranking, retirou-se do torneio de Roland Garros de 2021
lotava plateias em suas palestras na Europa e no Brasil,
porque não estava conseguindo administrar as crises
que não raro terminavam com filas para selfies.
de ansiedade provocadas pelos grandes eventos, por
A idade acentuou o lado “cientista” e professoral de
ser uma estrela aos 23 anos, e pelo peso de parte da
Bechara, que adota um tom técnico na conversa até mesmo
imprensa. O tenista australiano Nick Kyrgios, de 25 anos,
diante das perguntas mais pessoais. — “Qual o seu tipo
revelou sua “situação triste e solitária” enquanto lutava
preferido de leitura?”. — “A minha leitura está dividida em
contra a depressão causada pelo ritmo avassalador do
duas partes, a científica e a literária, estabelecendo uma
Circuito Mundial de Tênis. O jogador de basquete americano relação de causa e efeito entre elas.” — responde.
Kevin Love também tornou público seu quadro de ansiedade
Ainda adolescente, Bechara descobriu a lexicologia.
e depressão. O mundo do atleta é solitário e distante da
Um “novo mundo” se abriu para o pernambucano, que
família. O que vemos numa partida não reflete a rotina se mantém atento às metamorfoses do nosso idioma.
des"
